id,context,english
ui.blocked.needs-physical,Blocked reason when an action costs a Physical point the hunter lacks,[Needs 1 Physical point.]
ui.blocked.needs-pool,Blocked reason when an action costs more pool points than the hunter has,[Needs {cost} {pool} point(s); travel restores your pools.]
ui.blocked.no-foe-adjacent,Why a killing blow is unavailable: nothing adjacent,[no foe adjacent]
ui.blocked.no-revenant-adjacent,Why the binding charm is unavailable: no revenant adjacent,[no revenant adjacent]
ui.blocked.no-time,Why an action is refused once the final hunt has begun,[The hunt is here; there is no time.]
ui.blocked.no-trade,Why buying is unavailable: nobody here will trade,[No one here will trade with you now.]
ui.blocked.no-walk-target,Why the walk row is unavailable: nothing is being pointed at,[Point at somewhere first]
ui.blocked.nothing-in-sight,Why firing is unavailable: no visible target,[nothing in sight]
ui.blocked.npc-refuses,Why talking is unavailable: the NPC refuses you,[They want nothing to do with you.]
ui.blocked.one-physical,Why an action is unavailable: needs one Physical point,[1 Physical]
ui.blocked.out-of-shot,Why firing is unavailable: no ammunition left,[out of shot]
ui.blocked.stamina,Why an action is unavailable: not enough stamina,[{cost} stamina]
ui.clock.day,Record screen heading for one day of the run,[Day {day} of {total}]
ui.clock.final-night,Clock line on the last day of a run,[The final night]
ui.confirm.no,Row that backs out of a confirmed action,Stay
ui.confirm.travel,Confirmation asked before travelling: says what the day costs,[Take the road to {place}? It spends a day; it will be day {day} of {total}.]
ui.confirm.travel-event,Added to the travel confirmation when the quarry's scheme moves that day,[Something of the quarry's comes due that day.]
ui.confirm.travel-final,Added to the travel confirmation when the day spent begins the final hunt,[There will be no days left after it. The hunt begins.]
ui.confirm.yes,Row that goes ahead with a confirmed action,Go
ui.controls.numpad,"Name of the numpad control scheme, shown on the splash",Numpad
ui.controls.numpad.steer,Splash key-bindings table: how the numpad scheme steers,[Arrows / numpad]
ui.controls.roguelike,"Name of the roguelike control scheme, shown on the splash",[Roguelike (hjkl)]
ui.controls.roguelike.steer,Splash key-bindings table: how the roguelike scheme steers,[Arrows / numpad / hjkl+yubn]
ui.direction.snare,Prompt while choosing where to set a snare,[Set snare: which direction?]
ui.direction.sprint,Prompt while choosing a direction to sprint,[Sprint: which direction?]
ui.dossier.clock,Line in the dossier giving the day and the quarry's threat tier,[Day {day} of {total}. The quarry stands at tier {tier}.]
ui.dossier.leads.cost,Appended to a dossier lead giving what it costs,"[, {cost} {pool}]"
ui.dossier.leads.empty,Shown in the dossier when no leads are outstanding,[Nothing stands open. Whatever is left is still hidden.]
ui.dossier.leads.entry,One outstanding lead in the dossier,[{name} — {place}]
ui.dossier.leads.title,Dossier section heading: leads not yet worked,[Leads Outstanding]
ui.dossier.leads.unaffordable,Appended to a dossier lead the hunter cannot currently pay for,[ — you cannot pay it yet]
ui.dossier.pack.empty,Dossier pack section when the hunter carries nothing,[You are carrying nothing at all.]
ui.dossier.pack.entry,"One pack line in the dossier; {item} is the name, {what} what it does",[{item} — {what}]
ui.dossier.pack.title,"Dossier section heading: the pack, item by item",[The Pack]
ui.dossier.prep.consecrated,Dossier line when the church ground has been warded,[The church ground is warded.]
ui.dossier.prep.holding,Dossier line listing the counters in the pack,[In the pack: {items}]
ui.dossier.prep.nothing,Dossier line when the pack holds nothing that would bite,[The pack holds nothing that would bite.]
ui.dossier.prep.reagent-held,Dossier line when the hunter is carrying the reagent,[You have it.]
ui.dossier.prep.reagent-known,Dossier line naming the reagent every counter must be quenched with,[Every counter must be quenched with {reagent}.]
ui.dossier.prep.reagent-unknown,Dossier line when the origin is unpinned so no reagent is known,[Until the origin is pinned there is no telling what to quench a counter with.]
ui.dossier.prep.reagent-wanted,Dossier line when the hunter is not carrying the reagent,[You do not have it.]
ui.dossier.prep.title,Dossier section heading: what the hunter is carrying,Preparations
ui.dossier.prep.unconsecrated,Dossier line when the church ground is unwarded,[The church ground is unwarded.]
ui.dossier.quarry.can-name,Dossier line when the proofs are enough to name the quarry,[The proofs agree. You can name it.]
ui.dossier.quarry.cannot-name,Dossier line when there are not yet enough proofs,[Two proofs are wanted before you can name it.]
ui.dossier.quarry.discriminating-no,Dossier line when no proof yet rules anyone out,[None of them yet rules anyone out.]
ui.dossier.quarry.discriminating-yes,Dossier line when a proof rules other suspects out,[One of them rules the others out.]
ui.dossier.quarry.location-known,Dossier line when the lair is known,[You know where it lies up.]
ui.dossier.quarry.location-unknown,Dossier line when the lair is unknown,[You do not know where it lies up.]
ui.dossier.quarry.named,Dossier line once the quarry has been named,[You have named it.]
ui.dossier.quarry.origin-known,Dossier line when the origin has been pinned,[The origin is pinned. You know what the counter must be quenched with.]
ui.dossier.quarry.origin-unknown,Dossier line when the origin is still open,[The origin is not pinned. Any counter you make may not bite.]
ui.dossier.quarry.proofs,Dossier line counting proofs of the quarry's identity,[Proofs of identity: {count}.]
ui.dossier.quarry.scheme-known,Dossier line when the scheme has been pinned,[The scheme is pinned. You know what it is working toward.]
ui.dossier.quarry.scheme-unknown,Dossier line when the scheme is still open,[The scheme is not pinned.]
ui.dossier.quarry.title,Dossier section heading: what is known about the quarry,[The Quarry]
ui.dossier.title,Title of the case dossier screen,[The Case So Far]
ui.error.enter-number,Error on the seed-entry screen when the input is not a number,[Enter a number.]
ui.error.generation-failed,Error when a run could not be generated,[Generation failed: {error}]
ui.event-log.title,Title of the event log screen,[The Record]
ui.feature.opened-grave,"Inspect line for a grave the player has already opened, naming what it held",[{name} (opened): {contents}]
ui.grave.empty,Inspect line for an empty grave,[an empty grave]
ui.grave.mundane,Inspect line for an ordinary grave,[an honest burial]
ui.grave.villain,Inspect line for the grave the villain rests in,[the villain's resting place]
ui.grimoire.title,Title of the grimoire screen,[The Grimoire]
ui.guide.title,Title of the hunter's guide screen,[How a Hunt Is Solved]
ui.hint.case-report-footer,Footer on the case report telling the player how to leave,[Enter to return to the fireside.]
ui.hint.direction,Hint shown while waiting for a direction key,[press a direction key]
ui.hint.first.can-name,First-time hint when the hunter first has enough proof to name the villain,"[Your proofs agree. You have enough to name your quarry now — open the Case, or act on it, before the trail cools.]"
ui.hint.first.day-passed,"First-time hint, shown once after the first day is spent",[A day is gone. You have six. Travel is what spends them; walking about the valley is free.]
ui.hint.first.final-hunt,"First-time hint, shown once when the final hunt begins",[No more days. Whatever you carry now is what you fight with.]
ui.hint.first.lead,"First-time hint, shown once when a lead is outstanding",[A lead stands open. Walk to the mark on the map and press e to work it.]
ui.hint.first.stamina-empty,"First-time hint, shown once when stamina runs out",[Your wind is gone. Stamina comes back a point a turn; the manoeuvres wait.]
ui.hint.first.unaffordable,First-time hint when a discovered lead costs more of a pool than the hunter currently has,"[That lead costs more than you can spend right now. Pools are spent on the work that narrows a case, and a day's travel restores them.]"
ui.hint.first.villain-tier,"First-time hint, shown once when the quarry's threat tier rises",[The quarry has grown. Each day it works is a day it is harder to put down.]
ui.hint.first.wounded,"First-time hint, shown once when the hunter drops to half health",[You are half spent. A draught mends four; the road does not mend you at all.]
ui.hint.list-nav,Footer on list screens telling the player how to navigate,[arrows browse — Esc returns]
ui.hint.look,Look panel hint shown when no tile is targeted,"[Hover a tile, or press ; to look around.]"
ui.hunter-select.pools,Stat line on the hunter-selection screen,[Health {health}  Lore {lore}  Social {social}  Mystic {mystic}  Physical {physical}]
ui.hunter-select.title,Title of the hunter-selection screen,[Who Takes the Case]
ui.inspect.actor-health,"Inspect line for a creature, with its remaining health",[{name} ({hp}/{max} health)]
ui.inspect.hunter,Inspect line when the player points at their own tile,[{hunter} (you)]
ui.inspect.lead,Inspect line listing a lead available at this spot or person,Lead: {what}
ui.inspect.road,Inspect line for a road tile leading to another map,[Road to {place}]
ui.inspect.snare,Inspect line for your own snare,"[Your snare, set and waiting]"
ui.inspect.unexplored,Inspect line for a tile never seen,[Unexplored darkness.]
ui.keys.abilities,"Splash screen key-bindings table, action column",[Aim / Power Attack / Sprint (stamina)]
ui.keys.abilities.keys,"Splash screen key-bindings table, keys column",[a / p / s]
ui.keys.cancel,"Splash screen key-bindings table, action column",[Cancel / back]
ui.keys.cancel.keys,"Splash screen key-bindings table, keys column",Esc
ui.keys.consume,"Splash screen key-bindings table, action column",[Drink a wound draught / press a binding charm]
ui.keys.consume.keys,"Splash screen key-bindings table, keys column",[q / c]
ui.keys.fire,"Splash screen key-bindings table, action column",[Fire the flintlock / fire a silver bullet]
ui.keys.fire.keys,"Splash screen key-bindings table, keys column",[f / {silver}]
ui.keys.interact,"Splash screen key-bindings table, action column","[Interact: investigate, talk, travel, craft, loot]"
ui.keys.interact.keys,"Splash screen key-bindings table, keys column",[e / Enter]
ui.keys.look,"Splash screen key-bindings table, action column",[Look mode: detach a cursor to examine any tile]
ui.keys.look.keys,"Splash screen key-bindings table, keys column",[;]
ui.keys.mouse,"Splash screen key-bindings table, action column",[Hover any tile to inspect it; click the map or an action to act]
ui.keys.mouse.keys,"Splash screen key-bindings table, keys column",Mouse
ui.keys.move,"Splash screen key-bindings table, action column",[Move (8 directions) / melee an adjacent enemy]
ui.keys.move.keys,"Splash screen key-bindings table, keys column",{steer}
ui.keys.screens,"Splash screen key-bindings table, action column",[The Case / Grimoire / How to Hunt / Faces / the Valley / the Record]
ui.keys.screens.keys,"Splash screen key-bindings table, keys column",[d / g / i / r / v / {log}]
ui.keys.sight,"Splash screen key-bindings table, action column",[Put the cursor on the next thing in sight]
ui.keys.sight.keys,"Splash screen key-bindings table, keys column",Tab
ui.keys.tactics,"Splash screen key-bindings table, action column",[Set Snare / Killing Blow (Physical)]
ui.keys.tactics.keys,"Splash screen key-bindings table, keys column",[x / {killing}]
ui.keys.wait,"Splash screen key-bindings table, action column",[Wait a turn]
ui.keys.wait.keys,"Splash screen key-bindings table, keys column",[Space / .]
ui.keys.walk,"Splash screen key-bindings table, action column","[Walk to the look cursor, stopping if anything happens]"
ui.keys.walk.keys,"Splash screen key-bindings table, keys column",[Enter / click the map]
ui.lead.commune.act,"Lead verb, act framing: how the player chooses to work this clue; {referent} is the concrete object or topic",[Divine {referent}]
ui.lead.commune.perceive,"Lead verb, perceive framing: how the player notices this clue; {referent} is the concrete object or topic",[You sense {referent}]
ui.lead.examine.act,"Lead verb, act framing: how the player chooses to work this clue; {referent} is the concrete object or topic",[Examine {referent}]
ui.lead.examine.perceive,"Lead verb, perceive framing: how the player notices this clue; {referent} is the concrete object or topic",[You see {referent}]
ui.lead.gossip.act,"Lead verb, act framing: how the player chooses to work this clue; {referent} is the concrete object or topic",[Ask about {referent}]
ui.lead.gossip.perceive,"Lead verb, perceive framing: how the player notices this clue; {referent} is the concrete object or topic",[There is talk of {referent}]
ui.lead.persuade.act,"Lead verb, act framing: how the player chooses to work this clue; {referent} is the concrete object or topic",[Press them about {referent}]
ui.lead.persuade.perceive,"Lead verb, perceive framing: how the player notices this clue; {referent} is the concrete object or topic",[Someone here knows about {referent}]
ui.lead.spy.act,"Lead verb, act framing: how the player chooses to work this clue; {referent} is the concrete object or topic",[Watch for {referent}]
ui.lead.spy.perceive,"Lead verb, perceive framing: how the player notices this clue; {referent} is the concrete object or topic",[You catch sight of {referent}]
ui.lead.track.act,"Lead verb, act framing: how the player chooses to work this clue; {referent} is the concrete object or topic",[Follow {referent}]
ui.lead.track.perceive,"Lead verb, perceive framing: how the player notices this clue; {referent} is the concrete object or topic",[You find {referent}]
ui.legend.altar,Map key: an altar feature's glyph,[An altar]
ui.legend.enemy,Map key: an ordinary enemy's glyph,[A lesser threat]
ui.legend.exit,Map key: a road out to another region,[A road out]
ui.legend.grave,Map key: a grave feature's glyph,[A grave]
ui.legend.hunter,Map key: the hunter's glyph,[You]
ui.legend.opportunity,Map key: an investigable lead's glyph,[Something worth a look]
ui.legend.snare,Map key: a set snare's glyph,[A snare you set]
ui.legend.title,Heading for the map key panel,[Map Key]
ui.legend.villager,Map key: a villager's glyph,[A villager]
ui.legend.villain,Map key: the villain's glyph,[Your quarry]
ui.legend.workstation,Map key: a workstation feature's glyph,[A workbench]
ui.log.kind.clock,Log line kind tag: the clock or a scheme event,[time]
ui.log.kind.clue,Log line kind tag: a clue or knowledge gain,[clue]
ui.log.kind.combat,Log line kind tag: combat,[fight]
ui.log.kind.item,"Log line kind tag: crafting, items, loot",[item]
ui.log.kind.social,Log line kind tag: conversation and fallout,[word]
ui.log.kind.system,Log line kind tag: run start/end and system messages,[note]
ui.log.kind.telegraph,Log line kind tag: a monster's tell,[tell]
ui.log.kind.travel,Log line kind tag: travel and arrival,[road]
ui.npc.dead-by-your-hand,"Shown on an NPC you killed, in the faces list",[Dead by your hand.]
ui.npc.disposition,"How an NPC regards you, in the faces list",Disposition: {disposition}
ui.npc.fled,"Shown on an NPC who has fled, in the faces list",[Fled.]
ui.npc.name-and-role,How a villager is introduced: their name and what they do,"[{name}, the {role}]"
ui.outcome.defeat,Case report headline after a loss,[THE DARK KEEPS THE VALLEY. The hunter fell on the final night.]
ui.outcome.ongoing,Case report headline while the run is still going,[The run continues...]
ui.outcome.victory,Case report headline after a win,[THE VALLEY IS DELIVERED. The villain is destroyed.]
ui.panel.actions,Title of the actions overlay,Actions
ui.panel.case-report,Panel title: the end-of-run case report,[Case Report]
ui.panel.detail,Panel title: detail on the selected thing,Detail
ui.panel.hunter,Panel title: the hunter's status,[The Hunter]
ui.panel.in-sight,Heading of the panel listing everything currently visible,[In Sight]
ui.panel.in-sight-empty,Shown in the in-sight panel when nothing is visible,[Nothing stirs.]
ui.panel.look,Look panel heading when not pointing at anything,Look
ui.panel.look-cursor,Look panel heading while the keyboard cursor is out,[Look (cursor)]
ui.panel.look-hover,Look panel heading while pointing with the mouse,[Look (hover)]
ui.panel.pack,Panel title: carried items,Pack
ui.panel.record,Panel title: the running event log,[The Record]
ui.pool.lore,"Name of the Lore pool, shown in costs and blocked reasons",Lore
ui.pool.mystic,"Name of the Mystic pool, shown in costs and blocked reasons",Mystic
ui.pool.physical,"Name of the Physical pool, shown in costs and blocked reasons",Physical
ui.pool.social,"Name of the Social pool, shown in costs and blocked reasons",Social
ui.region-map.title,Title of the region map screen,[The Valley]
ui.region.outlying,Outlying-site blurb on the region map,[The forsaken manor and its crypt.]
ui.region.settlement,Settlement blurb on the region map,[Hearth and rumour. Safe by daylight.]
ui.region.wilderness,Wilderness blurb on the region map,[The deep wood. The shortcut runs through it.]
ui.relationships.empty.body,"Relationships screen hint, shown before meeting anyone",[Meet the villagers; their entanglements are a deduction tool.]
ui.relationships.empty.title,"Relationships screen, shown before meeting anyone",[No faces yet]
ui.relationships.title,Title of the NPC relationships screen,[Faces and Entanglements]
ui.replay-entry.prompt,Instruction on the share-code entry screen,"[Paste an RH1- share code, then confirm.]"
ui.replay-entry.title,Title of the share-code entry screen,[Paste Replay Code]
ui.report.axis,"Case report: an origin or scheme line, its name and what it means",[{name}: {description}]
ui.report.consecrated,Case-report line when the church ground had been warded,[The church ground was warded.]
ui.report.heading.origin,Case report heading for the origin line,[Origin — {what}]
ui.report.heading.scheme,Case report heading for the scheme line,[Scheme — {what}]
ui.report.heading.villain,Case report heading for the villain line,[The villain: {what}]
ui.report.origin-known,Case-report line when the origin had been pinned,[You had pinned the origin.]
ui.report.origin-unknown,Case-report line when the origin was never pinned,[You never pinned the origin.]
ui.report.preparations-title,Case-report section heading for what the hunter carried,[What you carried into it]
ui.report.reagent,Case-report line naming the reagent the counter needed,[The counter wanted {reagent}.]
ui.report.route-step,"Case report: one route step line, with its taken/missed mark and turn",[{mark} t{turn}: {what}]
ui.report.step-missed,Marker on a certified route step the hunter never did,[not done]
ui.report.step-neutral,Marker on a certified route step that resolves no lead,--
ui.report.step-taken,Marker on a certified route step the hunter actually did,done
ui.report.tier,Case-report line giving the tier the quarry reached,[The quarry reached tier {tier}.]
ui.report.unconsecrated,Case-report line when the church ground was never warded,[The church ground was never warded.]
ui.report.villain,"Case report: the villain line, its name and the title it wore",[{name} — {title}]
ui.report.weakness-held,Case-report line when the hunter held the thing that bites,[You were carrying {item}.]
ui.report.weakness-missing,Case-report line when the hunter lacked the thing that bites,[You never carried {item}.]
ui.route.consecrate,"Case report: the route step that consecrates the church, which costs a day",[Perform the consecration rite (one day)]
ui.route.craft,Case report: a route step that crafts an item at a workstation,Craft: {recipe}
ui.route.initiate-hunt,"Case report: the final route step, with the odds it was planned against",[Initiate the hunt ({viability}‰ viability at threat tier {tier})]
ui.route.resolve,Case report: a route step that resolves an opportunity,Resolve: {what}
ui.route.travel,Case report: a route step that travels to another map,[Travel to {place}]
ui.seed-entry.prompt,Instruction on the seed-entry screen,"[Type a number, then confirm.]"
ui.seed-entry.title,Title of the seed-entry screen,[Enter Seed]
ui.sight.health,"Health of a visible foe, in the in-sight panel",[{current}/{max}]
ui.sight.held,Appended in the in-sight panel when a foe is held by a snare,"[, held fast]"
ui.sight.hostile,"Marker before a hostile in the in-sight list, so hostility is not colour alone",[!]
ui.sight.villager,Marker before a villager in the in-sight list,[·]
ui.sight.vulnerable,Appended in the in-sight panel when the villain can be wounded now,"[, VULNERABLE]"
ui.splash.intro.1,"Splash screen opening paragraph, first of three","[Something is killing the valley folk, and the valley has sent for you.]"
ui.splash.intro.2,"Splash screen opening paragraph, second of three: the shape of a run","[You have six days. Walk the settlement, the deep wood, and the forsaken manor; trade words and watch faces; read the signs the thing cannot help but leave. Prove its name twice over, prepare its death, and take the hunt to it — or let the sixth night come, and it will take the hunt to you.]"
ui.splash.intro.3,"Splash screen opening paragraph, third of three: what death costs","[Everything you learn, you keep. Even dying only costs you a day. Days are the one thing you cannot craft.]"
ui.splash.option.controls,Splash screen menu option: cycle the control scheme; {scheme} is the current one,Controls: {scheme}
ui.splash.option.enter-seed,Splash screen menu option: start a run from a typed seed,[Enter Seed]
ui.splash.option.new-run,Splash screen menu option: start a fresh run,[New Run]
ui.splash.option.paste-code,Splash screen menu option: restore a run from a share code,[Paste Replay Code]
ui.splash.title,Game title on the splash screen,[ROGUE HUNTER]
ui.status.header,Run header: where you are and the seed that made the valley,[{place}  (seed {seed})]
ui.status.health,Status panel: current and maximum health,[Health {current}/{max}]
ui.status.look-off,Status line when leaving look mode,[Look mode off.]
ui.status.look-on,Status line when entering look mode,"[Look mode: move the cursor, Esc to leave.]"
ui.status.no-charm-target,Status line when the binding charm has no target,[Nothing adjacent to press the charm against.]
ui.status.no-killing-blow-target,Status line when a killing blow has no target,[No adjacent quarry for a killing blow.]
ui.status.no-path,Status line when no walkable route reaches the clicked tile,[No clear way there.]
ui.status.no-target-there,Status line when clicking a tile with nothing to shoot,[No target there.]
ui.status.nothing-here,Status line when interacting with an empty tile,[Nothing here calls for attention.]
ui.status.nothing-to-shoot,Status line when firing with no visible target,[Nothing in sight to shoot.]
ui.status.pools,Status panel: the four investigation pools and their caps,[Lore {lore}/{lore_cap}  Social {social}/{social_cap}  Mystic {mystic}  Physical {physical}/{physical_cap}]
ui.status.run-started,Status line when a run begins on the seed the player asked for,[{hunter}. Seed {seed}.]
ui.status.run-started-substitute,"Status line when the requested seed had no fair case, so a nearby seed was used instead",[{hunter}. Seed {seed} had no case for her; seed {used}.]
ui.status.stamina,Status panel: current and maximum stamina,[Stamina {current}/{max}]
ui.status.walk-arrived,Status line when a walk reaches where it was going,[You arrive.]
ui.status.walk-blocked,Status line when no path to the marked tile exists,[There is no way through to there.]
ui.status.walk-far,Status line when a walk gives up after too many steps,[You have walked a long way. Take your bearings.]
ui.status.walk-hurt,Status line when a walk stops because the hunter was wounded,[You stop. Something has drawn blood.]
ui.status.walk-lead,Status line when a walk stops because a lead was noticed,[You stop. Something here wants a closer look.]
ui.status.walk-sighted,Status line when a walk stops because something came into view,[You stop. Something has come into sight.]
ui.target.fire,Prompt while choosing a target for the flintlock,[Fire at...]
ui.target.silver-shot,Prompt while choosing a target for a silver bullet,[Silver shot at...]
ui.terrain.altar,"Terrain noun, shown when inspecting a tile",[the altar]
ui.terrain.barred-door,"Terrain noun, shown when inspecting a tile",[a barred door]
ui.terrain.door,"Terrain noun, shown when inspecting a tile",[a door]
ui.terrain.floor,"Terrain noun, shown when inspecting a tile",flagstones
ui.terrain.grass,"Terrain noun, shown when inspecting a tile",[open ground]
ui.terrain.grave,"Terrain noun, shown when inspecting a tile",[a grave]
ui.terrain.road,"Terrain noun, shown when inspecting a tile",[the road]
ui.terrain.rubble,"Terrain noun, shown when inspecting a tile",[fallen rubble]
ui.terrain.tree,"Terrain noun, shown when inspecting a tile",[dense growth]
ui.terrain.wall,"Terrain noun, shown when inspecting a tile",[a wall]
ui.terrain.water,"Terrain noun, shown when inspecting a tile",water
ui.terrain.workstation,"Terrain noun, shown when inspecting a tile",[the workbench]
ui.travel.ambush-route,"Travel menu: a road that runs through ambush country, with the chance","[{place} (ambush country, {percent}%)]"
villains.revenant.cadence.dash-telegraph,Log line when the Revenant dashes,[The revenant flows across the ground like spilled ink.]
villains.revenant.cadence.guarded-telegraph,Log line when the Revenant guards,[Your blow passes through grave-shadow as through smoke.]
villains.revenant.cadence.vulnerable-telegraph,Log line when the Revenant becomes vulnerable,"[The revenant's shroud of shadow thins — strike now, while it can bleed!]"
villains.revenant.description,"Villain description, shown in the case report and grimoire","[A corpse risen with a purpose. No blade bites it, save in the moments its shroud of grave-shadow thins.]"
villains.revenant.name,"Name of a villain archetype, shown once its identity is proven",Revenant
villains.revenant.tier-behaviours.grave-chill.name,"Name of a villain tier behaviour, shown when it triggers",[Grave Chill]
villains.revenant.tier-behaviours.grave-chill.telegraph,Log line when this villain tier behaviour triggers,[A killing cold gathers about the revenant's hands.]
villains.revenant.tier-behaviours.spectral-speed.name,"Name of a villain tier behaviour, shown when it triggers",[Spectral Speed]
villains.revenant.tier-behaviours.spectral-speed.telegraph,Log line when this villain tier behaviour triggers,[The revenant's stride lengthens; the dark carries it faster.]
villains.werewolf.description,"Villain description, shown in the case report and grimoire","[By day a neighbour; by night a beast. It heals as fast as it is hurt, unless the wound is silver.]"
villains.werewolf.name,"Name of a villain archetype, shown once its identity is proven",Werewolf
villains.werewolf.pounce.telegraph,Warning line when this villain winds up to pounce,[The beast gathers itself — its eyes fix on a clear run at you!]
villains.werewolf.regeneration.telegraph,Log line when this villain regenerates health,[Torn flesh knits closed before your eyes.]
villains.werewolf.tier-behaviours.savage.name,"Name of a villain tier behaviour, shown when it triggers",Savage
villains.werewolf.tier-behaviours.savage.telegraph,Log line when this villain tier behaviour triggers,"[Grown vast and terrible, the beast's claws strike deeper.]"
villains.werewolf.tier-behaviours.swift-hunter.name,"Name of a villain tier behaviour, shown when it triggers",[Swift Hunter]
villains.werewolf.tier-behaviours.swift-hunter.telegraph,Log line when this villain tier behaviour triggers,"[The beast has fed. It moves quicker now, hungrier.]"
villains.witch.description,"Villain description, shown in the case report and grimoire","[A neighbour who kept the old compacts and asks the old prices. She walks about her day unremarked, and the hex she wears turns honest steel aside.]"
villains.witch.name,"Name of a villain archetype, shown once its identity is proven",Witch
villains.witch.tier-behaviours.bitter-word.name,"Name of a villain tier behaviour, shown when it triggers",[Bitter Word]
villains.witch.tier-behaviours.bitter-word.telegraph,Log line when this villain tier behaviour triggers,[She has stopped pretending kindness. Every word she speaks now cuts.]
villains.witch.tier-behaviours.deepening-hex.name,"Name of a villain tier behaviour, shown when it triggers",[Deepening Hex]
villains.witch.tier-behaviours.deepening-hex.telegraph,Log line when this villain tier behaviour triggers,[Her working has grown. The air about her hangs heavier still.]
villains.witch.ward.absorb-telegraph,Log line when the Witch's ward absorbs a hit,[Your blow slides away from her as if the air had thickened.]
villains.witch.ward.break-telegraph,Log line when the Witch's ward breaks,[The hex tears with a sound like wet rope parting. She is only flesh now.]
villains.witch.ward.reweave-telegraph,Log line when the Witch's ward reweaves itself,"[She mutters, and the air about her knits itself close again.]"
